session_id,session_timestamp,utm_campaign,utm_source,utm_medium,page_views,duration_seconds
S101968,2024-09-07 20:19:00,Retargeting Campaign,google,,2,107
S101969,2024-10-06 05:13:00,Product Launch 2024,organic,social,2,154
S101970,2024-09-26 19:53:00,Product Launch 2024,organic,,10,248
S101971,2024-09-04 15:16:00,Product Launch 2024,linkedin,,6,164
S101972,2024-09-03 10:44:00,Google Brand Campaign,organic,referral,1,284
S101973,2024-10-15 06:48:00,Google Brand Campaign,direct,organic,8,330
S101974,2024-10-12 07:20:00,Product Launch 2024,,referral,9,578
S101975,2024-10-25 23:46:00,Brand Awareness Q4,facebook,referral,2,394
S101976,2024-09-09 00:10:00,Google Brand Campaign,,cpc,3,212
S101977,2024-09-29 03:02:00,Product Launch 2024,direct,social,9,508
S101978,2024-09-09 23:55:00,Google Brand Campaign,direct,referral,1,313
S101979,2024-09-08 13:18:00,,,email,9,340
S101980,2024-10-10 11:36:00,,google,social,5,545
S101981,2024-10-14 06:51:00,Google Brand Campaign,,email,9,267
S101982,2024-10-01 14:13:00,Retargeting Campaign,,,3,178
S101983,2024-10-04 22:53:00,Product Launch 2024,facebook,email,7,193
S101984,2024-09-10 15:04:00,Brand Awareness Q4,linkedin,,4,214
S101985,2024-10-15 03:34:00,Product Launch 2024,linkedin,cpc,1,489
S101986,2024-10-09 05:04:00,Retargeting Campaign,,organic,4,363
S101987,2024-10-11 00:59:00,Lead Generation | DE | Form,linkedin,email,7,323
S101988,2024-09-24 19:49:00,Product Launch 2024,linkedin,organic,9,217
S101989,2024-09-05 18:09:00,Brand Awareness Q4,,social,5,192
S101990,2024-09-17 18:06:00,Lead Generation | DE | Form,organic,organic,7,348
S101991,2024-10-07 18:38:00,Retargeting Campaign,,organic,8,224
S101992,2024-09-11 00:50:00,Lead Generation | DE | Form,google,cpc,10,160
S101993,2024-09-10 05:30:00,Brand Awareness Q4,linkedin,cpc,1,150
S101994,2024-10-03 14:27:00,,direct,email,5,522
S101995,2024-10-19 03:15:00,Google Brand Campaign,direct,referral,7,495
S101996,2024-09-23 09:53:00,Google Brand Campaign,linkedin,organic,2,229
S101997,2024-09-11 20:53:00,Retargeting Campaign,,social,7,583
S101998,2024-09-29 15:44:00,Retargeting Campaign,,cpc,9,455
S101999,2024-10-12 11:11:00,Brand Awareness Q4,linkedin,referral,6,444
S102000,2024-09-14 19:35:00,Lead Generation | DE | Form,direct,email,3,20
